character_id,character_name_kr,character_name_en
C_989,IBM IT인프라서비스 분사,ITInfraSpin
C_990,미국 정유 1티어,USRefinerTop
C_991,미국 최대 정유,LargestUSRefiner
C_992,정유·화학·미드스트림,RefiningChemMidstream
C_993,정유·재생디젤·윤활기유,RefiningRenewable
C_994,독립 정유,IndependentRefiner
C_995,재생디젤(HVO) 1위,RenewableDieselNo1
C_996,지역 정유·물류,RegionalRefiner
C_997,정유·소매·물류,RefiningRetail
C_998,PGM·금 다각 광산,PGMGoldDiversified
C_999,백금 채굴 대형,PlatinumMiner
C_1000,백금 채굴 1위,PlatinumNo1
C_1001,백금 채굴 성장,PlatinumGrowth
C_1002,PGM 회수(저비용),PGMReclaim
C_1003,다각 광산·PGM·니켈,DiversifiedMiner
C_1004,PGM·크롬 동시 생산,PGMChrome
C_1005,윈체스터 탄약·화약,AmmoChemicals
C_1006,추진제·EW·카운터IED,PropellantEW
C_1007,유럽 탄약·자주포 1위,EUAmmoLeader
C_1008,K-자주포·탄약·추진,KArtilleryAmmo
C_1009,탄약·동가공 1위,AmmoCopper
C_1010,OTS 탄약·지상장비,OTSAmmoGround
C_1011,고체 로켓모터·미사일,SolidRocketMotor
C_1012,Aerojet 로켓모터·추진,RocketPropulsion
C_1013,클라우드 신원(IAM) 순수 1위,CloudIAMNo1
C_1014,특권접근관리(PAM) 1위,PAMNo1
C_1015,신원거버넌스(IGA) 1위,IdentityGovernance
C_1016,Entra ID 신원 플랫폼,EntraIdentity
C_1017,EDR+신원보안,EDRIdentity
C_1018,제로트러스트·접근,ZeroTrustAccess
C_1019,제로트러스트 접근 1위,ZTNANo1
C_1020,데이터 접근·거버넌스,DataAccessSecurity
C_1021,홈인퓨전(재택 정맥주사) 1위,HomeInfusionNo1
C_1022,입원재활·홈헬스,InpatientRehabHome
C_1023,홈헬스·호스피스,HomeHealthHospice
C_1024,호스피스(VITAS)·서비스,HospiceServices
C_1025,홈헬스·시니어리빙,HomeHealthSeniorLiving
C_1026,개인 홈케어 1티어,PersonalHomeCare
C_1027,홈헬스·호스피스(분사),HomeHealthSpin
C_1028,투석(재택 포함),DialysisHome
C_1029,명품 위탁 리세일 1위,LuxuryConsignNo1
C_1030,의류 리세일 플랫폼,ApparelResale
C_1031,일본 C2C 마켓 1위,JapanC2CNo1
C_1032,글로벌 리커머스 마켓,GlobalRecommerce
C_1033,프랜차이즈 리세일,FranchiseResale
C_1034,온라인 중고차 1위,OnlineUsedCar
C_1035,차량 경매(리커머스),SalvageAuction
C_1036,산업자산 경매·리세일,AssetAuction
C_1037,XR 헤드셋·AR글래스 1위,XRHeadsetNo1
C_1038,공간컴퓨팅(Vision Pro),SpatialComputing
C_1039,마이크로OLED·헤드셋,MicroOLEDHeadset
C_1040,XR 헤드셋(갤럭시 XR),GalaxyXR
C_1041,XR 칩·플랫폼 1위,XRChipNo1
C_1042,XR 마이크로디스플레이,XRMicroDisplay
C_1043,마이크로디스플레이·광학,MicroDisplayOptics
C_1044,3D·XR 콘텐츠 엔진,3DContentEngine
C_1045,원전 EPC·해체·SMR,NuclearEPCSMR
C_1046,원자력 엔지니어링·해체,NuclearEngineering
C_1047,원자로 부품·핵연료,ReactorComponents
C_1048,원전 부품·밸브·계측,NuclearValvesInst
C_1049,핵폐기물·환경 서비스,NuclearWasteServices
C_1050,농축·핵연료(HALEU),EnrichmentFuel
C_1051,CANDU 원전·해체,CANDUNuclear
C_1052,원전 해체·폐기물 전문,DecommissioningPure
C_1053,2015 LO 신화의 주인공,LOStarOf2015
C_1054,한미 지주·LO 수혜,HanmiHoldco
C_1055,LO 후발 대표주,LOFollower
C_1056,전통 제약·LO 도전,TraditionalPharma
C_1057,혈액제제·백신,BloodVaccine
C_1058,신약 R&D 제약,RnDPharma
C_1059,보톡스·신약,BotoxPharma
C_1060,바이오시밀러 대표,BiosimilarLeader
C_1061,중국 빅테크 대표,ChinaBigTech
C_1062,중국 플랫폼 1위,ChinaPlatform
C_1063,중국 보험·핀테크 대형,InsuranceFintech
C_1064,중국 소비 황제주,ConsumerKing
C_1065,중국 대형주 ETF,ChinaLargeETF
C_1066,중국 테크 ETF,ChinaTechETF
C_1067,중국 인터넷 ETF,ChinaInternetETF
C_1068,대형 항공 — 연료비 수혜,LegacyAirlineFuel
C_1069,LCC — 저유가 최대 수혜,LCCFuelBeneficiary
C_1070,LCC — 저유가 수혜,LCCBeneficiary
C_1071,화학 — 원가 개선,ChemFeedstock
C_1072,합성고무·페놀,SyntheticRubber
C_1073,석유화학 중형,MidCapChem
C_1074,화학·PP/TPA,PPChem
C_1075,정유 — 정제마진,RefinerMargin
C_1076,미 바이오테크 ETF(동일가중),BiotechEWETF
C_1077,미 바이오 대형 ETF,BiotechLargeETF
C_1078,신경질환 바이오,NeuroBiotech
C_1079,항바이러스 바이오,AntiviralBiotech
C_1080,항체 신약 바이오,AntibodyBiotech
C_1081,낭포성섬유증 바이오,CFBiotech
C_1082,한국 바이오 광풍 핵심,KoreaBiotechBubble
C_1083,한국 CDMO 대표,KoreaCDMO
C_1084,FANG의 F — SNS·광고,SocialAds
C_1085,FANG의 A — 이커머스·AWS,EcomCloud
C_1086,FANG의 N — 스트리밍 원조,StreamingPioneer
C_1087,FANG의 G — 검색·광고,SearchAds
C_1088,FAANG의 A — 하드웨어 생태계,HardwareEcosystem
C_1089,오큘러스 — VR 선두,OculusVR
C_1090,PSVR — 콘솔 VR,ConsoleVR
C_1091,Gear VR — 모바일 VR,MobileVR
C_1092,HoloLens — AR/MR,EnterpriseAR
C_1093,Cardboard·Glass — AR 실험,ARExperiment
C_1094,XR 칩 — 플랫폼,XRChip
C_1095,마이크로디스플레이,MicroDisplay
C_1096,웨어러블 마이크로디스플레이,WearableDisplay
C_1097,3D프린팅 버블 상징,3DPrintBubble
C_1098,3D프린팅 양대 산맥,3DPrintLeader
C_1099,디지털 제조 — 흑자 모델,DigitalMfg
C_1100,3D 소프트웨어·의료,3DSoftwareMedical
C_1101,설계 SW — 3D 생태계,DesignSW
C_1102,드론 — 소비자→방산 전환,DroneConsumerDefense
C_1103,무인·표적 드론,UnmannedTargetDrone
C_1104,딥러닝 GPU — AI 원년 수혜,DeepLearningGPU
C_1105,딥마인드 — 알파고 본체,DeepMindOwner
C_1106,국내 AI 투자 선두,KoreaAILeader
C_1107,국내 AI·플랫폼,KoreaAIPlatform
C_1108,AI 클라우드 선두,AICloud
C_1109,중국 AI 선두,ChinaAILeader
C_1110,왓슨 — 엔터프라이즈 AI,EnterpriseWatson
C_1111,AI·반도체 인프라,AISemiInfra
C_1112,대형 은행 — 금리·규제완화,BankRateDereg
C_1113,대형 은행 — 금리 레버리지,RateSensitiveBank
C_1114,투자은행 — 정책 수혜,InvestmentBank
C_1115,인프라 중장비 — 부양 수혜,InfraMachinery
C_1116,철강 — 관세·인프라 수혜,SteelTariffInfra
C_1117,방산 — 국방예산 수혜,DefenseBudget
C_1118,에너지 — 화석연료 진흥,FossilEnergy
C_1119,달러 강세 ETF,DollarStrength
C_1120,금 — 안전자산 수혜,SafeHavenGold
C_1121,파운드 ETF — 변동성,PoundFX
C_1122,영국 증시 ETF,UKEquityETF
C_1123,글로벌 은행 — 파운드 약세 수혜,GlobalBankFX
C_1124,에너지 — 달러매출·수출주,EnergyExporter
C_1125,제약 — 글로벌 매출 수출주,PharmaExporter
C_1126,에너지 — 달러매출,OilMajorExporter
C_1127,주류 — 글로벌 수출주,SpiritsExporter
C_1128,석유 메이저 1위,OilMajorNo1
C_1129,석유 메이저,OilMajor
C_1130,유전서비스 1위,OFSNo1
C_1131,북미 유전서비스,NAOFS
C_1132,퍼미안 셰일 대형,PermianShale
C_1133,독립 E&P 1위,IndependentEP
C_1134,셰일 E&P,ShaleEP
C_1135,정유 — 정제마진,RefinerMargin
C_1136,화장품 — 사드 직격,CosmeticTHAAD
C_1137,화장품·생활용품,CosmeticHousehold
C_1138,화장품 ODM,CosmeticODM
C_1139,면세점 1위 — 사드 직격,DutyFreeTHAAD
C_1140,백화점·면세,DeptDutyFree
C_1141,외국인 카지노 — 중국 VIP,CasinoChinaVIP
C_1142,외국인 카지노·리조트,CasinoResort
C_1143,여행 — 중국 관광,TravelAgency
C_1144,국적 컨테이너 1위(구 현대상선),KoreaContainerNo1
C_1145,벌크 해운 대형,BulkShipping
C_1146,컨테이너 중형(아시아),RegionalContainer
C_1147,가스·케미컬 해운,GasChemTanker
C_1148,아시아 역내 컨테이너,IntraAsiaContainer
C_1149,글로벌 컨테이너 1위,GlobalContainerNo1
C_1150,중국 컨테이너 대형,ChinaContainer
C_1151,대만 컨테이너,TaiwanContainer
C_1152,노트7 발화·단종 당사자,Note7Recall
C_1153,발화 배터리 공급사,BatterySupplier
C_1154,배터리·화학(반사),BatteryChem
C_1155,배터리·정유,BatteryRefining
C_1156,부품(MLCC·기판),ComponentMLCC
C_1157,반사 수혜(경쟁),RivalBeneficiary
C_1158,배터리 양극재,CathodeMaterial
C_1159,두나무(업비트) 지분 — 국내 프록시,UpbitProxy
C_1160,빗썸 관련 — 국내 프록시,BithumbProxy
C_1161,채굴 GPU — 1차 수혜,MiningGPU
C_1162,채굴 GPU — 1차 수혜,MiningGPU2
C_1163,BTC treasury 대표,BTCTreasury
C_1164,거래소 대표(2021 상장),ExchangeLeader
C_1165,비트코인 채굴,BTCMining
C_1166,비트코인 채굴,BTCMining2
C_1167,메모리 1위 — 슈퍼사이클 견인,MemoryNo1
C_1168,메모리 — 2017 최대 수혜,MemoryPurePlay
C_1169,글로벌 메모리 3위,GlobalMemory3
C_1170,증착장비 — capex 수혜,DepositionEquip
C_1171,후공정 장비 — TC본더,BackendEquip
C_1172,레이저 장비,LaserEquip
C_1173,검사장비 — 번인,TestEquip
C_1174,증착장비,DepositionEquip2
C_1175,AI 연산 핵심,AICompute
C_1176,국내 AI·플랫폼,KoreaAIPlatform
C_1177,플랫폼·AI,PlatformAI
C_1178,5G·IoT·AI 통신,5GIoTAI
C_1179,반도체·디바이스,SemiDevice
C_1180,자율주행·모빌리티,AutonomousMobility
C_1181,AI·플랫폼 글로벌,GlobalAIPlatform
C_1182,클라우드·AI SI,CloudAISI
C_1183,코스닥 바이오 대장,BiotechFlagship
C_1184,셀트리온 판매,BiosimilarSales
C_1185,바이오 CDMO,BioCDMO
C_1186,보툴리눔 톡신,BotulinumTox
C_1187,톡신·필러,ToxinFiller
C_1188,줄기세포·세포치료,StemCellTherapy
C_1189,항암 신약,OncologyDrug
C_1190,피하주사 플랫폼,SCFormulation
C_1191,전기차 — 모델3 양산,EVPioneer
C_1192,배터리 셀,BatteryCell
C_1193,배터리·화학,BatteryChem
C_1194,양극재 1위,CathodeNo1
C_1195,양극재,Cathode
C_1196,양극재·음극재,CathodeAnode
C_1197,전해질 첨가제,Electrolyte
C_1198,코발트·배터리 금속,CobaltMetal
C_1199,중국 플랫폼 1위,ChinaPlatformNo1
C_1200,이커머스·클라우드,EcomCloud
C_1201,검색·AI,SearchAI
C_1202,이커머스·물류,EcomLogistics
C_1203,게임·콘텐츠,GameContent
C_1204,보험·핀테크,InsuranceFintech
C_1205,소비 황제주,ConsumerKing
C_1206,중국 인터넷 ETF,ChinaInternetETF
C_1207,배틀그라운드 — 글로벌 신드롬,PUBGGlobal
C_1208,검은사막·붉은사막,MMORPGGlobal
C_1209,모바일 게임 대형,MobileGameMajor
C_1210,MMORPG 대표,MMORPGLeader
C_1211,퍼블리싱·플랫폼,GamePublishing
C_1212,모바일 글로벌,MobileGlobal
C_1213,블록체인 게임,BlockchainGame
C_1214,펍지 투자·글로벌 퍼블,PUBGInvestor
C_1215,미국 대형주,USLargeCap
C_1216,미국 나스닥100,USTech
C_1217,신흥국 주식,EmergingMarkets
C_1218,선진국(미국 외),DevelopedExUS
C_1219,글로벌 전체,GlobalAllCountry
C_1220,한국 주식,KoreaEquity
C_1221,코스피 대표,KospiAnchor
C_1222,저변동성(인버스 VIX),ShortVolatility
C_1223,태양광(한화큐셀),SolarLeader
C_1224,폴리실리콘,Polysilicon
C_1225,풍력 타워 1위,WindTowerNo1
C_1226,풍력 발전기,WindTurbine
C_1227,풍력 하부구조,WindSubstructure
C_1228,태양광·전지,SolarCell
C_1229,수소연료전지,HydrogenFuelCell
C_1230,한전 — 정책 변수,UtilityPolicy
C_1231,자사주·해외현금 송환,BuybackRepatriation
C_1232,해외현금 송환 수혜,RepatriationCash
C_1233,송환·자사주 제약,PharmaRepatriation
C_1234,은행 — 감세·규제완화,BankTaxRelief
C_1235,은행 — 감세 수혜,BankTaxBenefit
C_1236,내수 소매 — 감세·소비,RetailTaxConsumer
C_1237,주택 소매 — 감세·소비,HomeRetailTax
C_1238,감세·자사주 — 가치주,TaxValue
C_1239,관세·中매출 노출 반도체,관세·中매출 노출 반도체
C_1240,관세 노출 반도체,관세 노출 반도체
C_1241,美中 갈등 한가운데,美中 갈등 한가운데
C_1242,중국 생산·매출 의존,중국 생산·매출 의존
C_1243,관세·중국 경기 민감,관세·중국 경기 민감
C_1244,중국 보복·관세 타깃,중국 보복·관세 타깃
C_1245,반도체·관세 노출,반도체·관세 노출
C_1246,메모리 고점→하락,메모리 고점→하락
C_1247,다운사이클 직격,다운사이클 직격
C_1248,글로벌 메모리,글로벌 메모리
C_1249,capex 둔화 직격,capex 둔화 직격
C_1250,후공정 장비,후공정 장비
C_1251,레이저 장비,레이저 장비
C_1252,증착장비,증착장비
C_1253,대마 광풍 상징,대마 광풍 상징
C_1254,대마 대장(주류 투자),대마 대장(주류 투자)
C_1255,대마 대형,대마 대형
C_1256,대마(알트리아 투자),대마(알트리아 투자)
C_1257,미국 대마 MSO 1위,미국 대마 MSO 1위
C_1258,미국 대마 MSO,미국 대마 MSO
C_1259,대마·투자,대마·투자
C_1260,철도·방산 경협 대장,철도·방산 경협 대장
C_1261,건설·인프라 경협,건설·인프라 경협
C_1262,승강기·인프라,승강기·인프라
C_1263,금강산·리조트 경협,금강산·리조트 경협
C_1264,철도 신호 경협,철도 신호 경협
C_1265,경협 자재,경협 자재
C_1266,의류·개성공단,의류·개성공단
C_1267,신흥국 주식 ETF,신흥국 주식 ETF
C_1268,터키 ETF,터키 ETF
C_1269,아르헨티나 ETF,아르헨티나 ETF
C_1270,브라질 ETF,브라질 ETF
C_1271,신흥국 채권,신흥국 채권
C_1272,인도 ETF,인도 ETF
C_1273,달러 강세 ETF,달러 강세 ETF
C_1274,수소차(넥쏘) 선두,수소차(넥쏘) 선두
C_1275,수소 연료전지 발전,수소 연료전지 발전
C_1276,수소 탱크 탄소섬유,수소 탱크 탄소섬유
C_1277,수소차 부품(멤브레인),수소차 부품(멤브레인)
C_1278,수소 연료전지 글로벌,수소 연료전지 글로벌
C_1279,연료전지 발전,연료전지 발전
C_1280,수소 연료전지(상용차),수소 연료전지(상용차)
C_1281,5G 필터·안테나,5G 필터·안테나
C_1282,5G 중계기,5G 중계기
C_1283,5G RF 트랜지스터,5G RF 트랜지스터
C_1284,광트랜시버,광트랜시버
C_1285,5G 안테나,5G 안테나
C_1286,5G 모뎀·칩,5G 모뎀·칩
C_1287,5G 통신장비,5G 통신장비
C_1288,포토레지스트·국산화,포토레지스트·국산화
C_1289,불화수소 국산화,불화수소 국산화
C_1290,불화수소·전해질,불화수소·전해질
C_1291,공정약품 국산화,공정약품 국산화
C_1292,특수가스 국산화,특수가스 국산화
C_1293,블랭크마스크 국산화,블랭크마스크 국산화
C_1294,불화수소·식각액,불화수소·식각액
C_1295,화웨이 제재 반사,화웨이 제재 반사
C_1296,화웨이 제재 반사(폰·통신장비),화웨이 제재 반사(폰·통신장비)
C_1297,화웨이 매출 노출,화웨이 매출 노출
C_1298,화웨이 위탁 중단,화웨이 위탁 중단
C_1299,대중 규제·디커플링,대중 규제·디커플링
C_1300,화웨이 공백 통신장비,화웨이 공백 통신장비
C_1301,화웨이 공백 통신장비,화웨이 공백 통신장비
C_1302,바이오 대장(쇼크 동조),바이오 대장(쇼크 동조)
C_1303,분식 논란→해소,분식 논란→해소
C_1304,임상 기대·쇼크,임상 기대·쇼크
C_1305,임상 실패 쇼크,임상 실패 쇼크
C_1306,인보사 사태 당사자,인보사 사태 당사자
C_1307,임상·희귀질환,임상·희귀질환
C_1308,이중항체·LO,이중항체·LO
C_1309,양돈 — ASF 직접,양돈 — ASF 직접
C_1310,사료·축산,사료·축산
C_1311,사료·양돈,사료·양돈
C_1312,닭고기·사료,닭고기·사료
C_1313,사료·돈육,사료·돈육
C_1314,동물약품·백신,동물약품·백신
C_1315,동물백신 1위,동물백신 1위
C_1316,대체육 상징(2019 IPO),대체육 상징(2019 IPO)
C_1317,전통 육가공·대체육 진출,전통 육가공·대체육 진출
C_1318,국내 식물성·두부,국내 식물성·두부
C_1319,대체육·식품,대체육·식품
C_1320,대체육·식품(베지가든),대체육·식품(베지가든)
C_1321,대체단백 원료·곡물,대체단백 원료·곡물
C_1322,갤럭시 폴드 — 폴더블 선두,갤럭시 폴드 — 폴더블 선두
C_1323,폴더블 힌지,폴더블 힌지
C_1324,폴더블 보호필름,폴더블 보호필름
C_1325,폴더블 FPCB,폴더블 FPCB
C_1326,폴더블 PI필름,폴더블 PI필름
C_1327,폴더블 힌지·기판,폴더블 힌지·기판
C_1328,OLED 소재,OLED 소재
C_1329,CRM SaaS 1위,CRM SaaS 1위
C_1330,워크플로우 SaaS,워크플로우 SaaS
C_1331,크리에이티브 SaaS,크리에이티브 SaaS
C_1332,HR·재무 SaaS,HR·재무 SaaS
C_1333,관측(Observability) SaaS,관측(Observability) SaaS
C_1334,클라우드 DBMS,클라우드 DBMS
C_1335,신원 SaaS(IAM),신원 SaaS(IAM)
C_1336,화상회의 — 언택트 상징,화상회의 — 언택트 상징
C_1337,스트리밍 — 집콕 수혜,스트리밍 — 집콕 수혜
C_1338,이커머스·클라우드 폭발,이커머스·클라우드 폭발
C_1339,커머스·콘텐츠 언택트,커머스·콘텐츠 언택트
C_1340,홈피트니스 — 집콕,홈피트니스 — 집콕
C_1341,전자서명 — 언택트,전자서명 — 언택트
C_1342,mRNA 백신,mRNA 백신
C_1343,동학개미 최선호,동학개미 최선호
C_1344,반도체 대형,반도체 대형
C_1345,성장주 — 개미 선호,성장주 — 개미 선호
C_1346,성장주 — 개미 선호,성장주 — 개미 선호
C_1347,바이오 대장,바이오 대장
C_1348,거래대금 수혜 증권,거래대금 수혜 증권
C_1349,거래대금 수혜 증권,거래대금 수혜 증권
C_1350,진단키트 대장,진단키트 대장
C_1351,진단키트(에스디바이오센서),진단키트(에스디바이오센서)
C_1352,진단·분자,진단·분자
C_1353,mRNA 백신,mRNA 백신
C_1354,코로나 백신·치료제,코로나 백신·치료제
C_1355,코로나 항체치료,코로나 항체치료
C_1356,백신·혈액제제,백신·혈액제제
C_1357,B(배터리),B(배터리)
C_1358,B(배터리),B(배터리)
C_1359,B(바이오),B(바이오)
C_1360,B(바이오),B(바이오)
C_1361,I(인터넷),I(인터넷)
C_1362,I(인터넷),I(인터넷)
C_1363,G(게임),G(게임)
C_1364,화상회의 대장,화상회의 대장
C_1365,전자서명,전자서명
C_1366,팀즈·클라우드,팀즈·클라우드
C_1367,국내 클라우드 ERP,국내 클라우드 ERP
C_1368,재택 보안(EDR),재택 보안(EDR)
C_1369,엣지·제로트러스트,엣지·제로트러스트
C_1370,원격 신원(IAM),원격 신원(IAM)
C_1371,전기차 대장 — 2020 폭등,전기차 대장 — 2020 폭등
C_1372,중국 EV — 2020 급등,중국 EV — 2020 급등
C_1373,중국 EV 1위,중국 EV 1위
C_1374,배터리 셀,배터리 셀
C_1375,배터리·소재,배터리·소재
C_1376,양극재,양극재
C_1377,미국 EV(SPAC),미국 EV(SPAC)
C_1378,SPAC 상장 대표(베팅),SPAC 상장 대표(베팅)
C_1379,SPAC 상장 EV,SPAC 상장 EV
C_1380,SPAC 상장 우주관광,SPAC 상장 우주관광
C_1381,SPAC 상장 프롭테크,SPAC 상장 프롭테크
C_1382,SPAC 상장 핀테크,SPAC 상장 핀테크
C_1383,SPAC 상장 전고체,SPAC 상장 전고체
C_1384,SPAC 상장 슈퍼앱,SPAC 상장 슈퍼앱
C_1385,메타버스 사명변경 상징,메타버스 사명변경 상징
C_1386,메타버스 플랫폼,메타버스 플랫폼
C_1387,메타버스 3D엔진,메타버스 3D엔진
C_1388,메타버스 GPU·옴니버스,메타버스 GPU·옴니버스
C_1389,국내 메타버스 CG,국내 메타버스 CG
C_1390,국내 AR 플랫폼,국내 AR 플랫폼
C_1391,메타버스 게임(도깨비),메타버스 게임(도깨비)
C_1392,밈주식 상징,밈주식 상징
C_1393,밈주식 대표(영화관),밈주식 대표(영화관)
C_1394,밈주식(블랙베리),밈주식(블랙베리)
C_1395,밈 트레이딩 플랫폼,밈 트레이딩 플랫폼
C_1396,밈주식 편입(노키아),밈주식 편입(노키아)
C_1397,초소형 밈주식,초소형 밈주식
C_1398,밈·크립토 거래,밈·크립토 거래
C_1399,P2E 대장(위믹스),P2E 대장(위믹스)
C_1400,P2E·블록체인,P2E·블록체인
C_1401,NFT·P2E·플랫폼,NFT·P2E·플랫폼
C_1402,블록체인 게임,블록체인 게임
C_1403,NFT 마켓·거래,NFT 마켓·거래
C_1404,결제·페이코인,결제·페이코인
C_1405,NFT·결제,NFT·결제
C_1406,2021 NYSE 대형 IPO,2021 NYSE 대형 IPO
C_1407,2021 IPO 인터넷은행,2021 IPO 인터넷은행
C_1408,2021 IPO 핀테크,2021 IPO 핀테크
C_1409,2021 IPO 대형 게임,2021 IPO 대형 게임
C_1410,2021 IPO 바이오,2021 IPO 바이오
C_1411,BTS 엔터 대형주,BTS 엔터 대형주
C_1412,계열 IPO 모회사,계열 IPO 모회사
C_1413,항공 리오프닝,항공 리오프닝
C_1414,LCC 리오프닝,LCC 리오프닝
C_1415,여행 리오프닝,여행 리오프닝
C_1416,면세·호텔 리오프닝,면세·호텔 리오프닝
C_1417,카지노 리오프닝,카지노 리오프닝
C_1418,내국인 카지노 리오프닝,내국인 카지노 리오프닝
C_1419,외국인 카지노,외국인 카지노
C_1420,금 — 인플레 헤지,금 — 인플레 헤지
C_1421,구리 가공·방산,구리 가공·방산
C_1422,철강·2차전지 소재,철강·2차전지 소재
C_1423,정유 — 유가 회복,정유 — 유가 회복
C_1424,석유 메이저,석유 메이저
C_1425,구리 광산,구리 광산
C_1426,아연·비철 제련,아연·비철 제련
C_1427,오징어게임 플랫폼,오징어게임 플랫폼
C_1428,K콘텐츠 제작 대형,K콘텐츠 제작 대형
C_1429,드라마 제작 1위,드라마 제작 1위
C_1430,K팝 IP,K팝 IP
C_1431,K팝 엔터,K팝 엔터
C_1432,K팝 엔터,K팝 엔터
C_1433,드라마·영화·극장,드라마·영화·극장
C_1434,장기국채 — 긴축 직격,장기국채 — 긴축 직격
C_1435,성장주 — 긴축 타격,성장주 — 긴축 타격
C_1436,달러 강세,달러 강세
C_1437,은행 — 금리 수혜,은행 — 금리 수혜
C_1438,금융 섹터,금융 섹터
C_1439,국채 인버스,국채 인버스
C_1440,금리·증시 민감 대형,금리·증시 민감 대형
C_1441,K방산 대장(자주포·탄약),K방산 대장(자주포·탄약)
C_1442,전차·철도,전차·철도
C_1443,정밀유도무기,정밀유도무기
C_1444,탄약·구리,탄약·구리
C_1445,미국 방산 1위,미국 방산 1위
C_1446,방공·미사일,방공·미사일
C_1447,유럽 방산,유럽 방산
C_1448,미국 LNG 수출 1위,미국 LNG 수출 1위
C_1449,LNG·석유 메이저,LNG·석유 메이저
C_1450,석유·가스 메이저,석유·가스 메이저
C_1451,유럽 가스 공급,유럽 가스 공급
C_1452,한국 가스공사,한국 가스공사
C_1453,LNG선 조선,LNG선 조선
C_1454,유럽 에너지 메이저,유럽 에너지 메이저
C_1455,비료 1위,비료 1위
C_1456,인산·칼륨 비료,인산·칼륨 비료
C_1457,곡물 메이저,곡물 메이저
C_1458,종자·작물보호,종자·작물보호
C_1459,농기계 1위,농기계 1위
C_1460,곡물·식용유,곡물·식용유
C_1461,국내 사료·축산,국내 사료·축산
C_1462,거래소 — 겨울 직격,거래소 — 겨울 직격
C_1463,BTC treasury,BTC treasury
C_1464,채굴 — 겨울 직격,채굴 — 겨울 직격
C_1465,채굴,채굴
C_1466,크립토 금융,크립토 금융
C_1467,핀테크·BTC,핀테크·BTC
C_1468,두나무(업비트) 지분,두나무(업비트) 지분
C_1469,메타버스 적자·폭락,메타버스 적자·폭락
C_1470,이커머스·AWS 둔화,이커머스·AWS 둔화
C_1471,성장주 조정→AI 반등,성장주 조정→AI 반등
C_1472,EV·머스크 변동성,EV·머스크 변동성
C_1473,구독 둔화·폭락,구독 둔화·폭락
C_1474,광고 둔화,광고 둔화
C_1475,상대적 방어,상대적 방어
C_1476,달러 강세 ETF,달러 강세 ETF
C_1477,금 — 인플레/달러 헤지,금 — 인플레/달러 헤지
C_1478,장기국채 — 금리 직격,장기국채 — 금리 직격
C_1479,신흥국 — 강달러 타격,신흥국 — 강달러 타격
C_1480,엔화 — 약세,엔화 — 약세
C_1481,유로 — 약세,유로 — 약세
C_1482,한국 — 원화 약세 타격,한국 — 원화 약세 타격
C_1483,AI 연산 독점,AI 연산 독점
C_1484,OpenAI 동맹·Copilot,OpenAI 동맹·Copilot
C_1485,Gemini·검색 AI,Gemini·검색 AI
C_1486,Llama 오픈소스 AI,Llama 오픈소스 AI
C_1487,ChatGPT 본체,ChatGPT 본체
C_1488,국내 LLM(하이퍼클로바),국내 LLM(하이퍼클로바)
C_1489,기업·국방 AI(AIP),기업·국방 AI(AIP)
C_1490,AI 가속기 독점,AI 가속기 독점
C_1491,HBM 1위,HBM 1위
C_1492,HBM·메모리,HBM·메모리
C_1493,AI 가속기 파운드리,AI 가속기 파운드리
C_1494,AI 가속기 2위,AI 가속기 2위
C_1495,HBM TC본더,HBM TC본더
C_1496,맞춤형 AI ASIC,맞춤형 AI ASIC
C_1497,GLP-1 1위(마운자로),GLP-1 1위(마운자로)
C_1498,GLP-1 원조(위고비),GLP-1 원조(위고비)
C_1499,K-비만약,K-비만약
C_1500,차세대 비만약,차세대 비만약
C_1501,비만약 원격진료,비만약 원격진료
C_1502,K-비만약 약물전달,K-비만약 약물전달
C_1503,경구·패치 비만약,경구·패치 비만약
C_1504,2차전지 광풍 상징,2차전지 광풍 상징
C_1505,양극재 1위,양극재 1위
C_1506,양극재·음극재,양극재·음극재
C_1507,양극재,양극재
C_1508,양극재·소재,양극재·소재
C_1509,2차전지 소재·리튬,2차전지 소재·리튬
C_1510,2차전지·수산화리튬,2차전지·수산화리튬
C_1511,초전도체 대표 테마주,초전도체 대표 테마주
C_1512,초전도 선재,초전도 선재
C_1513,초전도 관련 테마,초전도 관련 테마
C_1514,초전도 관련 테마,초전도 관련 테마
C_1515,초전도 관련 테마,초전도 관련 테마
C_1516,초전도 관련(신동),초전도 관련(신동)
C_1517,대형 은행 — 위기 수혜,대형 은행 — 위기 수혜
C_1518,대형 은행,대형 은행
C_1519,지역은행 ETF,지역은행 ETF
C_1520,증권·은행 — 위기 노출,증권·은행 — 위기 노출
C_1521,지역은행 — 위기 직격,지역은행 — 위기 직격
C_1522,SVB 인수 은행,SVB 인수 은행
C_1523,대형 지역은행,대형 지역은행
C_1524,버핏 투자 종합상사 1위,버핏 투자 종합상사 1위
C_1525,버핏 투자 종합상사,버핏 투자 종합상사
C_1526,버핏 투자 상사(소비),버핏 투자 상사(소비)
C_1527,버핏 투자 상사,버핏 투자 상사
C_1528,버핏 투자 상사,버핏 투자 상사
C_1529,일본 대표 제조,일본 대표 제조
C_1530,일본 대표 테크·엔터,일본 대표 테크·엔터
C_1531,은행 대장 밸류업,은행 대장 밸류업
C_1532,은행지주 자사주소각,은행지주 자사주소각
C_1533,은행지주 고배당,은행지주 고배당
